T06,"Ratio of girls to boys in primary, secondary and tertiary education",,,,,
296,Kiribati,2015,Ratio of girls to boys in primary education,1.0323,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
296,Kiribati,2016,Ratio of girls to boys in primary education,1.0254,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
296,Kiribati,2017,Ratio of girls to boys in primary education,1.0614,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
296,Kiribati,1985,Ratio of girls to boys in secondary education,1.0132,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
296,Kiribati,1995,Ratio of girls to boys in secondary education,1.2366,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
296,Kiribati,2005,Ratio of girls to boys in secondary education,1.1468,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,1985,Ratio of girls to boys in primary education,0.9369,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,1995,Ratio of girls to boys in primary education,1.0127,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2005,Ratio of girls to boys in primary education,1.0363,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2010,Ratio of girls to boys in primary education,0.9851,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2015,Ratio of girls to boys in primary education,1.0403,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2016,Ratio of girls to boys in primary education,1.0394,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2017,Ratio of girls to boys in primary education,0.9965,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,1985,Ratio of girls to boys in secondary education,0.9323,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,1995,Ratio of girls to boys in secondary education,1.0623,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2005,Ratio of girls to boys in secondary education,1.0940,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2010,Ratio of girls to boys in secondary education,1.0230,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,2015,Ratio of girls to boys in secondary education,1.0791,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,1985,Ratio of girls to boys in tertiary education,1.1639,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
414,Kuwait,1995,Ratio of girls to boys in tertiary education,1.5781,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,1995,Ratio of girls to boys in primary education,1.0150,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2005,Ratio of girls to boys in primary education,0.9842,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2010,Ratio of girls to boys in primary education,0.9918,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2015,Ratio of girls to boys in primary education,0.9928,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2016,Ratio of girls to boys in primary education,0.9897,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2017,Ratio of girls to boys in primary education,0.9925,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2005,Ratio of girls to boys in secondary education,1.0035,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2010,Ratio of girls to boys in secondary education,0.9964,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2015,Ratio of girls to boys in secondary education,1.0160,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2016,Ratio of girls to boys in secondary education,1.0007,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2017,Ratio of girls to boys in secondary education,1.0004,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,1995,Ratio of girls to boys in tertiary education,1.2649,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2005,Ratio of girls to boys in tertiary education,1.2574,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2010,Ratio of girls to boys in tertiary education,1.3041,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2015,Ratio of girls to boys in tertiary education,1.3044,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2016,Ratio of girls to boys in tertiary education,1.2780,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
417,Kyrgyzstan,2017,Ratio of girls to boys in tertiary education,1.2434,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,Lao People's Dem. Rep.,1985,Ratio of girls to boys in primary education,0.7859,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,Lao People's Dem. Rep.,1995,Ratio of girls to boys in primary education,0.8074,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,Lao People's Dem. Rep.,2005,Ratio of girls to boys in primary education,0.8746,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,Lao People's Dem. Rep.,2010,Ratio of girls to boys in primary education,0.9230,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,Lao People's Dem. Rep.,2015,Ratio of girls to boys in primary education,0.9606,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,Lao People's Dem. Rep.,2016,Ratio of girls to boys in primary education,0.9618,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
